uid,paymentType,Payment
utstj,type2,200
toncj,type1,400
ndrwy,type1,400
sdcvh,type2,200
kbljl,type1,400
kbljl,type2,200
oaewp,type1,400
oaewp,type2,200
moeah,type1,400
tyinm,type2,200
wulsf,type1,400
qsffd,type2,200
cjhld,type1,400
hmflt,type1,400
gijmq,type1,400
gijmq,type2,200
vxcas,type1,400
vxcas,type2,200
hkrvk,type1,400
hkrvk,type2,200
nfthq,type2,200
spnwg,type1,400
dnsrc,type1,400
dnsrc,type2,200
spanm,type2,200
wnrpc,type1,400
wetbf,type2,200
avhtx,type2,200
htabi,type1,400
ptuya,type2,200
mbkpl,type2,200
qvprg,type1,400
cwdny,type2,200
jsbyd,type2,200
qdkpo,type1,400
tpyuq,type2,200
jplfe,type1,400
jplfe,type2,200
xpyes,type2,200
xvils,type1,400
jebac,type2,200
nusep,type2,200
pluqh,type1,400
ogsrt,type2,200
flqpl,type2,200
owqio,type1,400
wvchc,type2,200
tykpi,type1,400
srejs,type2,200
acdvj,type1,400
nackr,type2,200
xeely,type1,400
mwltv,type2,200
xsbys,type1,400
xsbys,type2,200
ugxqb,type2,200
thout,type1,400
iobua,type1,400
gnpjq,type2,200
xrtgk,type1,400
fivyw,type2,200
vovex,type2,200
efyol,type2,200
krtfg,type2,200
eggvq,type2,200
qsfnx,type2,200
kbvwf,type1,400
uubye,type2,200
oslmw,type1,400
ujvfo,type2,200
mhcua,type2,200
urgaq,type2,200
evaiw,type1,400
evaiw,type2,200
mrhok,type2,200
qpnby,type2,200
hcnkx,type1,400
ojctn,type2,200
spsyf,type2,200
clavu,type2,200
tvesl,type2,200
mtjrp,type2,200
umcqe,type1,400
dinao,type1,400
jmgpc,type2,200
qwhsp,type2,200
xyjro,type1,400
ilfng,type1,400
ilfng,type2,200
diwcs,type2,200
xngod,type1,400
gyduf,type2,200
tdvsv,type1,400
tdvsv,type2,200
iwsag,type2,200
wfown,type2,200
pajjn,type1,400
pajjn,type2,200
ipcnr,type2,200
yygvt,type2,200
yhsrj,type2,200
yminf,type1,400
xhhsx,type1,400
xhhsx,type2,200
ojjdr,type2,200
gyerh,type2,200
hkcne,type2,200
odrqp,type2,200
udlyq,type1,400
imwdm,type2,200
bhxrv,type1,400
qutky,type2,200
tqcfx,type1,400
hgsio,type2,200
yfrdo,type1,400
ybtgw,type2,200
nwkte,type2,200
qsnsj,type1,400
qsnsj,type2,200
fpgqd,type1,400
hucyo,type2,200
fxomp,type2,200
xydef,type2,200
nqswj,type2,200
xucwc,type2,200
cwtni,type2,200
gdfsj,type1,400
lsakb,type2,200
ngdiv,type1,400
ngdiv,type2,200
hthow,type2,200
cmkuk,type2,200
bhkpq,type2,200
njblr,type1,400
abity,type1,400
abity,type2,200
ushuy,type1,400
qaajs,type1,400
ttahr,type2,200
jcuea,type2,200
sccuw,type2,200
akhmh,type2,200
nskyl,type1,400
kjmdm,type2,200
bkmhr,type1,400
bkmhr,type2,200
oybmu,type1,400
uxuhg,type2,200
yiaxb,type2,200
etrot,type1,400
bdqll,type2,200
iejri,type2,200
nmbqo,type1,400
xlntg,type2,200
tvvef,type1,400
tvvef,type2,200
idhhq,type2,200
kmaoe,type1,400
mhmtb,type2,200
dxnje,type2,200
hsybb,type2,200
rueia,type1,400
rueia,type2,200
sudje,type2,200
bxbee,type2,200
ojqfb,type2,200
uxpis,type1,400
ekrou,type1,400
ekrou,type2,200
wqkgt,type2,200
txwyq,type1,400
lcqnq,type2,200
hfyua,type1,400
ftwsc,type1,400
kauwd,type2,200
qrkei,type2,200
nfxmh,type2,200
dxwfm,type2,200
dqxtr,type2,200
amwcv,type1,400
geeuf,type1,400
slxvp,type1,400
vgldt,type1,400
bvmtn,type1,400
bvmtn,type2,200
lnwlv,type1,400
lnwlv,type2,200
issnr,type1,400
whdby,type2,200
oglee,type2,200
kmjqn,type1,400
mdpni,type2,200
vstny,type2,200
pldyn,type2,200
weihk,type1,400
avegl,type2,200
yrtpk,type1,400
astvj,type2,200
hhvyt,type1,400
scfcm,type1,400
vmupm,type2,200
nqgmg,type2,200
rvgpi,type2,200
beeui,type2,200
trteh,type2,200
lgnrk,type1,400
dbqpb,type2,200
bpayj,type2,200
fwudp,type2,200
apoox,type1,400
vooxf,type2,200
msgfe,type2,200
ybkjb,type1,400
cnvgi,type1,400
xnbvu,type2,200
tvxrn,type1,400
tvxrn,type2,200
bxidr,type1,400
idwuc,type1,400
afbud,type2,200
xglrw,type2,200
iltlk,type1,400
iltlk,type2,200
nafcj,type1,400
nafcj,type2,200
bpdby,type1,400
yinbr,type2,200
cctqw,type2,200
dpsfk,type2,200
oqcho,type2,200
mllfy,type1,400
mllfy,type2,200
lljaw,type2,200
blysg,type1,400
wygrv,type2,200
oqppl,type2,200
emhyx,type1,400
emhyx,type2,200
lrpcn,type2,200
aebeu,type2,200
khbvh,type1,400
lhsiq,type2,200
eqhbv,type1,400
dkrph,type1,400
crluw,type1,400
crluw,type2,200
jaqvr,type1,400
wcejq,type2,200
paxpm,type2,200
gfknt,type1,400
uhklt,type1,400
ixoqs,type1,400
ixoqs,type2,200
xtdqf,type1,400
ntnsq,type1,400
fbagn,type1,400
trgkd,type2,200
sbcqm,type1,400
pbiol,type1,400
xoneu,type2,200
dnylp,type2,200
coldv,type1,400
lsyyh,type1,400
bwjgc,type2,200
cuqhd,type1,400
lhdrx,type2,200
vcopo,type2,200
kavxd,type1,400
puxuv,type2,200
pmiwe,type1,400
pmiwe,type2,200
xdobx,type1,400
gnvtt,type2,200
hipak,type2,200
voqfa,type2,200
ivocq,type1,400
sjmcu,type1,400
sjmcu,type2,200
vvlpm,type2,200
bmokk,type2,200
ldjwq,type1,400
varwr,type2,200
dfkhs,type2,200
bapnb,type1,400
bapnb,type2,200
vmtun,type1,400
nmytd,type1,400
nmytd,type2,200
wfbap,type2,200
rjjrk,type2,200
xjrlt,type1,400
ejcql,type1,400
vfxxf,type2,200
wlbhc,type1,400
vrhka,type2,200
bpneq,type2,200
uxeac,type1,400
pefat,type1,400
ehivr,type1,400
srbki,type1,400
srbki,type2,200
vvwnq,type1,400
iqctd,type2,200
chpyw,type2,200
dgulw,type2,200
fcbtb,type1,400
lbmaq,type2,200
mwcmc,type2,200
nxwfk,type1,400
wrcmg,type1,400
wrcmg,type2,200
pwcaw,type2,200
obowq,type1,400
reafw,type2,200
cvvph,type1,400
cvvph,type2,200
kltcy,type2,200
cyfcn,type1,400
ptvmh,type2,200
shgbv,type2,200
tmcow,type2,200
ainje,type1,400
tjdne,type2,200
nrddv,type1,400
xmtpn,type2,200
iweum,type1,400
hbgrf,type2,200
pkjmh,type1,400
aykvr,type2,200
nytqb,type2,200
csvmv,type2,200
cexpa,type2,200
tvgjv,type1,400
mtwyt,type1,400
mtwyt,type2,200
ocwgi,type2,200
xdbrb,type1,400
xdbrb,type2,200
seqpa,type2,200
yejqr,type1,400
rbytm,type2,200
upulx,type2,200
udyqy,type2,200
kfopt,type1,400
roels,type2,200
rjaxm,type2,200
lrsyp,type2,200
nvmkf,type2,200
gabdp,type1,400
coini,type1,400
ehqsj,type1,400
baieh,type1,400
yxaxa,type1,400
rsjuf,type1,400
omxif,type1,400
wqmyt,type2,200
giupm,type1,400
giupm,type2,200
hprpg,type2,200
wwdsn,type2,200
oqrub,type1,400
sukms,type2,200
jufju,type2,200
fjjku,type2,200
suuwf,type2,200
qionk,type2,200
ttman,type1,400
xyonr,type2,200
xpreo,type1,400
wihfp,type2,200
clvmk,type1,400
ymfva,type2,200
vsfxy,type1,400
liqnt,type1,400
liqnt,type2,200
vocdd,type1,400
aysjw,type2,200
jchdo,type2,200
lxjgv,type2,200
ronxm,type1,400
iqaso,type2,200
frvxn,type1,400
ocpwd,type1,400
tcwvt,type2,200
wrvut,type1,400
wawml,type2,200
brugq,type2,200
ijydb,type1,400
parig,type2,200
tcspg,type2,200
stgmi,type2,200
bhpwn,type1,400
bhpwn,type2,200
ugodd,type2,200
myspd,type1,400
myspd,type2,200
qseid,type1,400
bahtc,type1,400
bahtc,type2,200
qwkvs,type1,400
eliyq,type1,400
sevqi,type1,400
xfhfa,type1,400
ignnv,type2,200
cmkwo,type2,200
spxpx,type1,400
spxpx,type2,200
kyhxa,type1,400
kyhxa,type2,200
dwdwa,type1,400
goipr,type1,400
goipr,type2,200
uvpje,type1,400
igyei,type1,400
igyei,type2,200
tqmll,type2,200
hmaud,type2,200
qyrap,type2,200
eoufy,type1,400
njjyv,type1,400
qgcei,type1,400
xkhnp,type1,400
tqgbx,type1,400
tqgbx,type2,200
jfurj,type2,200
tundd,type2,200
ssqgk,type2,200
yxshg,type2,200
ebyej,type1,400
ebyej,type2,200
vdmct,type1,400
vdmct,type2,200
idbsl,type2,200
hhxvl,type2,200
ewtlq,type2,200
jbgeh,type2,200
hphol,type2,200
tpqvs,type2,200
rdecc,type1,400
pebhv,type2,200
bnxke,type2,200
tjlxc,type1,400
tjlxc,type2,200
cgakq,type2,200
jtcrw,type2,200
snomk,type2,200
pslsf,type1,400
cicds,type2,200
mqvid,type1,400
ofipj,type2,200
abang,type2,200
ghoye,type1,400
mywqa,type2,200
bebea,type1,400
emyff,type1,400
ndkrm,type1,400
oqevh,type1,400
awqdw,type1,400
kmdnu,type2,200
xqmfg,type1,400
etgsb,type2,200
bhrob,type1,400
ncaqn,type2,200
uygdb,type1,400
lfblw,type2,200
fxknj,type2,200
wpwvo,type1,400
tgnua,type1,400
tgnua,type2,200
ynbyr,type2,200
bclfp,type1,400
mqikr,type1,400
khrhf,type1,400
khrhf,type2,200
jadgv,type1,400
caidp,type1,400
lyfgw,type2,200
vfpws,type2,200
korsl,type1,400
kavts,type1,400
rqysd,type2,200
jywwj,type1,400
jywwj,type2,200
ekgjj,type2,200
ygkdn,type2,200
lnfbn,type1,400
srrmp,type1,400
bvend,type2,200
yewpc,type2,200
mhbkj,type2,200
aslti,type2,200
ukkis,type2,200
gpsgj,type2,200
oiblt,type1,400
oiblt,type2,200
cjgcs,type1,400
qtqjo,type1,400
qpxuu,type1,400
qpxuu,type2,200
yfrxc,type2,200
myhma,type2,200
pwhax,type2,200
wkeqp,type1,400
yuasd,type2,200
fjeji,type2,200
aunno,type2,200
njndy,type2,200
mlcdn,type1,400
fhfoi,type2,200
diwqx,type1,400
diwqx,type2,200
kcrnj,type2,200
hwhqa,type2,200
cahyj,type1,400
qkwfh,type2,200
bgydo,type2,200
ojric,type2,200
xxdki,type2,200
urcqa,type2,200
dxero,type2,200
jgyvh,type1,400
ohupx,type1,400
ohupx,type2,200
awver,type1,400
awver,type2,200
jniny,type1,400
mdyao,type2,200
fttol,type2,200
ybywq,type2,200
rggjm,type2,200
ytjwm,type2,200
sbgno,type1,400
vitwx,type2,200
fswvo,type1,400
fswvo,type2,200
lyfnu,type2,200
glgcr,type1,400
glgcr,type2,200
xwsxb,type1,400
bwqxw,type2,200
dbrhw,type1,400
cybhg,type2,200
tajwn,type2,200
wadxy,type1,400
wadxy,type2,200
rptrc,type1,400
hvdna,type2,200
lqehs,type2,200
ckuro,type2,200
dkarl,type2,200
fdoax,type1,400
tvoqb,type1,400
ykqld,type2,200
jkpdj,type2,200
ejtsp,type2,200
jrsre,type1,400
gusvq,type2,200
tbsal,type2,200
lnsoh,type1,400
hsgcx,type2,200
xveyf,type2,200
xacwx,type1,400
xacwx,type2,200
ppnqa,type1,400
ejwuu,type2,200
rkrny,type1,400
rkrny,type2,200
wyldf,type2,200
smjcr,type2,200
whthu,type1,400
skhuo,type1,400
skhuo,type2,200
hocsl,type2,200
uxomo,type1,400
uxomo,type2,200
hoftt,type1,400
hoftt,type2,200
xbfys,type1,400
ocehg,type2,200
kgkjh,type2,200
tlnxf,type2,200
mmsdo,type1,400
mmsdo,type2,200
xqoli,type2,200
kalwy,type2,200
lrlfj,type2,200
fyrsi,type1,400
oqgap,type1,400
oqgap,type2,200
eyqrg,type1,400
kmvnv,type2,200
ndjoh,type2,200
brhtg,type1,400
hxxpn,type1,400
hxxpn,type2,200
prmys,type2,200
qxhyn,type1,400
qxhyn,type2,200
woafo,type2,200
volij,type2,200
xcmci,type1,400
sqcyr,type1,400
sqcyr,type2,200
mbutx,type1,400
mbutx,type2,200
hehma,type1,400
wsxks,type2,200
oviob,type1,400
kusce,type1,400
kusce,type2,200
hncnk,type1,400
judfw,type1,400
judfw,type2,200
etpjt,type1,400
jlerc,type2,200
rpehv,type1,400
domdg,type1,400
jtgdq,type2,200
ayuoi,type2,200
nqnjt,type2,200
bnray,type2,200
vjdff,type2,200
wwutx,type2,200
klkdg,type2,200
utpox,type2,200
mhoqs,type1,400
njjoy,type2,200
ccvue,type1,400
ccvue,type2,200
wgtxy,type1,400
ltonl,type2,200
usmxj,type2,200
bxnfc,type1,400
yucyj,type2,200
pfflk,type1,400
pfflk,type2,200
gemww,type2,200
vivgn,type1,400
vivgn,type2,200
kslje,type1,400
dhsee,type2,200
tgltq,type1,400
tgltq,type2,200
vjqbt,type2,200
rxias,type1,400
xalgh,type2,200
gniul,type2,200
hbreq,type2,200
bmtpa,type2,200
rnewh,type2,200
etuty,type2,200
rxegm,type1,400
rxegm,type2,200
bkybv,type1,400
bkybv,type2,200
jpxfj,type2,200
yulbv,type1,400
wqkgu,type2,200
olvym,type1,400
wshhm,type2,200
uulcq,type2,200
evjye,type1,400
nqmaf,type1,400
nqmaf,type2,200
awtoj,type2,200
mroyv,type1,400
mroyv,type2,200
gwaam,type2,200
cmfhe,type1,400
qswew,type2,200
ysdeu,type1,400
yufet,type2,200
sdmpk,type1,400
gguxc,type2,200
syhwj,type2,200
foxmj,type1,400
oqdrt,type2,200
xowwi,type2,200
ouynu,type2,200
spytd,type1,400
spfbv,type1,400
axgmh,type1,400
iqvhs,type1,400
jyldx,type2,200
xymvq,type2,200
abhbm,type1,400
bbiqf,type1,400
odjef,type2,200
domwo,type1,400
hrjie,type2,200
mkswq,type2,200
nciqw,type2,200
wddin,type2,200
tbqrq,type1,400
domab,type1,400
wpjro,type1,400
ovuyc,type1,400
rmanp,type2,200
ggthf,type1,400
wvesr,type1,400
wpnjv,type2,200
ihlah,type1,400
ijuac,type1,400
njyey,type2,200
biijx,type2,200
rixjs,type2,200
vteyf,type1,400
ckdcb,type1,400
fvugi,type1,400
dckjj,type2,200
bnxoh,type1,400
rehhs,type2,200
xxeuv,type2,200
abfsa,type1,400
abfsa,type2,200
sdccd,type2,200
igsrd,type1,400
ccusc,type1,400
ccusc,type2,200
mmjuk,type1,400
pxigg,type1,400
pxigg,type2,200
sbukl,type2,200
vtilt,type1,400
owald,type2,200
xdscf,type1,400
xdscf,type2,200
kupfk,type2,200
jwekk,type2,200
tdjxl,type2,200
aabpf,type2,200
rtjoa,type2,200
gwnuk,type2,200
peujk,type2,200
qfagj,type2,200
urfta,type1,400
urfta,type2,200
irpgp,type1,400
xecyd,type2,200
tihrp,type2,200
goodw,type1,400
lxhxj,type2,200
eguid,type2,200
dpbvq,type1,400
jerbc,type2,200
nerok,type2,200
bedgw,type1,400
bedgw,type2,200
wsxqo,type2,200
necdv,type1,400
necdv,type2,200
wlnrc,type1,400
wlnrc,type2,200
gtany,type1,400
hwpxl,type2,200
ekgyc,type1,400
ekgyc,type2,200
dmsjc,type1,400
xefwk,type2,200
qsjik,type1,400
qsjik,type2,200
addgx,type1,400
dfqqh,type2,200
gkghe,type2,200
icdey,type2,200
rmiyl,type2,200
exosq,type2,200
edcei,type2,200
sabws,type1,400
sabws,type2,200
ucygc,type2,200
basvn,type1,400
basvn,type2,200
epajp,type1,400
epajp,type2,200
griph,type1,400
prppo,type1,400
ktdiy,type1,400
ktdiy,type2,200
mfecd,type2,200
pcrvc,type1,400
rwrqm,type2,200
pjvey,type2,200
onagh,type1,400
onagh,type2,200
tampp,type1,400
tampp,type2,200
setls,type2,200
drqfw,type1,400
drqfw,type2,200
twibe,type2,200
banqv,type1,400
udwwg,type2,200
kjbjs,type1,400
sdifc,type2,200
hkgmu,type1,400
hokdb,type2,200
sumhc,type2,200
rwaqb,type2,200
bfmqw,type2,200
bxcaw,type1,400
bxcaw,type2,200
rhrwc,type2,200
qssck,type2,200
tsbta,type2,200
miqdn,type1,400
akfjl,type2,200
rtldn,type1,400
tbgrs,type2,200
eognh,type2,200
avrbl,type2,200
kbooi,type1,400
euujh,type2,200
lrxej,type1,400
pjsfp,type2,200
vtpec,type1,400
khnmg,type1,400
mjmuh,type1,400
mjmuh,type2,200
ufhtg,type2,200
ygsdo,type1,400
ddofk,type2,200
akfyu,type2,200
shvuw,type2,200
fibuc,type2,200
ttcvg,type2,200
njbxn,type1,400
lojap,type2,200
lhaug,type1,400
lhaug,type2,200
iannd,type1,400
vyadg,type1,400
gkvng,type2,200
mumvc,type2,200
cfjmt,type2,200
ioktm,type1,400
spvcd,type2,200
gdcjh,type2,200
lxilp,type2,200
wjvhk,type2,200
xoysh,type2,200
jqffd,type2,200
hfumb,type1,400
hfumb,type2,200
qluld,type1,400
wwoqa,type2,200
vxkmb,type2,200
rmyso,type2,200
wrktl,type2,200
eleud,type2,200
cvvde,type2,200
usias,type2,200
kojdc,type2,200
glsfn,type2,200
ejrsq,type2,200
eiyso,type1,400
lqfdq,type1,400
srexp,type2,200
yikbr,type2,200
dkqtl,type1,400
ytvjm,type2,200
nasjf,type2,200
stdnf,type2,200
njdeo,type2,200
yhamx,type2,200
jdyli,type1,400
wtaco,type1,400
joxcq,type1,400
joxcq,type2,200
kpjmc,type2,200
lloda,type2,200
qvwjc,type1,400
wwvna,type2,200
uhmky,type1,400
uhmky,type2,200
ejydp,type2,200
lddfo,type2,200
pbcfg,type2,200
gdjlh,type2,200
lysew,type1,400
lysew,type2,200
vbhhg,type2,200
achlg,type1,400
ppfsy,type1,400
orokd,type1,400
bkkmx,type2,200
ropml,type2,200
ovdga,type1,400
xsjid,type1,400
ijhtc,type2,200
mpylo,type2,200
cqfbd,type2,200
cpawe,type1,400
ypucx,type2,200
utlpn,type2,200
hncgh,type1,400
daxiy,type2,200
iijyd,type2,200
qekva,type2,200
jykax,type2,200
qnuqd,type1,400
yyyls,type1,400
jekoo,type1,400
fejij,type1,400
jgkji,type1,400
fybbd,type2,200
nbcju,type2,200
kaqby,type2,200
oohtp,type1,400
lkela,type1,400
iummo,type1,400
efxxu,type1,400
wkjhb,type2,200
mtigq,type2,200
gwums,type2,200
bcbma,type2,200
jhiqi,type1,400
nhhnh,type2,200
fnnqk,type2,200
fgviw,type2,200
atxjb,type2,200
whetk,type1,400
kywmp,type2,200
mjwuh,type2,200
pqrmg,type2,200
khvul,type1,400
seoky,type1,400
seoky,type2,200
guccx,type2,200
rryon,type1,400
rryon,type2,200
kdsgg,type1,400
uikjn,type2,200
puxfb,type2,200
hqldv,type2,200
sjhdf,type2,200
pfubf,type1,400
tvoeo,type1,400
hsmof,type2,200
mbphy,type2,200
jwckc,type2,200
omohg,type2,200
owoku,type1,400
owoku,type2,200
grvft,type2,200
lijlm,type1,400
lijlm,type2,200
ctuqm,type2,200
xtgjn,type2,200
tvdof,type1,400
foplw,type2,200
rgoqt,type1,400
rgoqt,type2,200
pfgjh,type2,200
doecg,type1,400
orrad,type1,400
vrgfq,type2,200
cowsh,type1,400
cowsh,type2,200
spfhh,type1,400
vfjlq,type2,200
oexgf,type2,200
egtsg,type2,200
wjhsy,type1,400
rfdor,type1,400
rfdor,type2,200
ncwno,type2,200
mcskl,type2,200
pwqtt,type2,200
efweb,type2,200
mfymv,type1,400
mfymv,type2,200
nirto,type2,200
necsp,type2,200
gsmkf,type1,400
gsmkf,type2,200
pciyr,type2,200
rjwbu,type2,200
qtumx,type1,400
qtumx,type2,200
ovufc,type1,400
ovufc,type2,200
ixhmj,type2,200
xobqb,type2,200
jryfl,type2,200
jsyom,type1,400
jsyom,type2,200
raruk,type2,200
isbeb,type2,200
rfvdt,type1,400
srthe,type1,400
srthe,type2,200
urevm,type2,200
pmday,type2,200
nkumf,type2,200
wuxek,type1,400
wuxek,type2,200
xsdnx,type2,200
lxoda,type2,200
viyvq,type2,200
baxks,type2,200
igrcx,type1,400
saykv,type2,200
ysfva,type2,200
ewjob,type2,200
dvbvy,type1,400
avehj,type2,200
dpqdy,type2,200
gvvyh,type2,200
qicgf,type2,200
ouubw,type2,200
ioatj,type2,200
kkudo,type1,400
huvpf,type2,200
fpghn,type2,200
ybebh,type2,200
ovivx,type1,400
ohwcq,type1,400
ohwcq,type2,200
inxhw,type1,400
inxhw,type2,200
rcruf,type2,200
ueshs,type1,400
ueshs,type2,200
clghk,type1,400
clghk,type2,200
bsahb,type2,200
gfudj,type1,400
rmipf,type1,400
rmipf,type2,200
xwjbr,type2,200
livvq,type1,400
dcxmw,type2,200
pfity,type2,200
eltbg,type2,200
eybnw,type1,400
srjsx,type1,400
srjsx,type2,200
tsabh,type2,200
rhaqh,type2,200
nxwlg,type1,400
mquvy,type2,200
wmkob,type2,200
froso,type2,200
rnulb,type2,200
rjcqp,type2,200
urtqb,type1,400
dpnjm,type2,200
wkmvv,type2,200
piyon,type1,400
jkkgc,type1,400
resaq,type2,200
niivk,type2,200
mddrx,type1,400
cmgej,type2,200
yltkm,type1,400
chini,type1,400
iggvw,type1,400
iggvw,type2,200
gmfgb,type2,200
yfudq,type1,400
roddj,type1,400
kklwx,type1,400
pqdck,type2,200
clpsh,type2,200
dpgrv,type2,200
gmgde,type1,400
ctifs,type1,400
lvtno,type2,200
buevy,type2,200
gihul,type1,400
stwal,type2,200
dlbwf,type1,400
hyymn,type2,200
xkhpl,type2,200
xpxua,type2,200
qrbpi,type1,400
ghjpn,type2,200
xjtut,type2,200
ytvlu,type2,200
wvxhw,type1,400
kysaj,type2,200
kqitk,type1,400
nsiup,type1,400
nsiup,type2,200
kxwto,type2,200
mpxwf,type1,400
wqyfw,type2,200
rfclp,type2,200
umkkd,type1,400
mwieh,type1,400
genqn,type2,200
nhnwa,type1,400
vnrws,type1,400
vnrws,type2,200
ytpsl,type2,200
tohan,type1,400
kfvgm,type2,200
lnwgb,type1,400
uqjhj,type2,200
mobyv,type2,200
lgxet,type2,200
yedng,type2,200
mbmlc,type1,400
mbmlc,type2,200
ijooe,type1,400
nqhpd,type2,200
ixlnr,type1,400
lsgem,type2,200
tybtt,type2,200
thjlw,type2,200
mlxwi,type2,200
friuj,type2,200
jqnsv,type2,200
gadmv,type2,200
vtjar,type1,400
pstxe,type2,200
xlxma,type1,400
xlxma,type2,200
xihsr,type1,400
aidev,type1,400
xntqb,type1,400
xntqb,type2,200
mbhan,type2,200
cetmw,type1,400
jfyux,type2,200
xflhg,type1,400
jflis,type2,200
hpoup,type2,200
xqcif,type2,200
seclu,type2,200
xaijj,type2,200
mnqvg,type2,200
uuhjh,type2,200
euvam,type1,400
vslsd,type1,400
eagnq,type1,400
bgmsl,type2,200
mijca,type2,200
saqjj,type1,400
dirvm,type2,200
peoel,type1,400
krsff,type2,200
hxyoi,type2,200
olwrd,type2,200
bbxwp,type1,400
mnhmy,type2,200
uccog,type1,400
uccog,type2,200
updfj,type2,200
ahigc,type2,200
ciqir,type1,400
regpn,type2,200
tenqk,type2,200
exewb,type1,400
ejmoq,type2,200
wrdsd,type1,400
rnxpd,type2,200
engwb,type1,400
kppmd,type2,200
hqpbu,type1,400
hqpbu,type2,200
pwuho,type2,200
cwuxw,type2,200
cpoys,type2,200
tkjux,type2,200
nrtba,type1,400
gypqo,type2,200
hndjx,type1,400
hndjx,type2,200
fhqys,type1,400
chiyk,type1,400
yyekc,type1,400
fijkt,type2,200
dqubi,type1,400
vxtlh,type1,400
grprs,type1,400
woptp,type2,200
ggvfv,type1,400
ggvfv,type2,200
mdsae,type1,400
kfaty,type1,400
hkbgp,type2,200
cavup,type1,400
cavup,type2,200
jwbpv,type1,400
pghpu,type2,200
ipram,type2,200
kuvqi,type1,400
iigjo,type2,200
dcjro,type2,200
qtgpk,type1,400
qtgpk,type2,200
nlibg,type1,400
jmgvb,type2,200
tioin,type2,200
haefc,type2,200
lbnxj,type1,400
lbnxj,type2,200
xhcuy,type2,200
atsva,type2,200
iyufq,type2,200
thyrv,type2,200
wpjbe,type1,400
osdpy,type2,200
nduls,type1,400
ukarl,type2,200
yuudt,type1,400
wgwfe,type1,400
tnued,type2,200
oosvc,type2,200
bixic,type2,200
bavwv,type2,200
mupya,type1,400
mupya,type2,200
beyye,type1,400
msata,type2,200
ajufb,type2,200
pwdfa,type1,400
pvbki,type2,200
cgaol,type2,200
wfwsp,type2,200
dtibw,type2,200
xxmpp,type2,200
qbuhk,type2,200
lduqs,type1,400
bkgjy,type2,200
tfmeu,type1,400
vrbdw,type1,400
woxru,type1,400
qpboa,type2,200
kwthb,type1,400
oogwq,type1,400
oogwq,type2,200
jjoob,type2,200
plxvl,type1,400
plxvl,type2,200
xoleq,type1,400
hiknm,type1,400
phedr,type1,400
phedr,type2,200
iljft,type2,200
xyqsv,type2,200
bbtvk,type2,200
leiaj,type1,400
ntmfr,type2,200
hssar,type2,200
lkujg,type2,200
xckos,type1,400
pmwdy,type1,400
akpas,type1,400
akpas,type2,200
tqjra,type1,400
slktg,type1,400
slktg,type2,200
yamgh,type2,200
xbwgq,type2,200
cfgpg,type2,200
jvnkm,type1,400
haykd,type1,400
haykd,type2,200
brsij,type2,200
dwqbw,type1,400
xpoor,type1,400
xpoor,type2,200
umnlw,type1,400
umnlw,type2,200
rpcuv,type2,200
evsim,type1,400
xprkx,type1,400
ocsal,type2,200
hilmo,type1,400
hilmo,type2,200
rgvwx,type2,200
hpdsu,type2,200
jdisu,type1,400
ixlvr,type1,400
ixlvr,type2,200
kpule,type1,400
kpule,type2,200
blcqh,type1,400
fhckq,type1,400
jtwdd,type1,400
iccsb,type2,200
sethp,type2,200
gvgvk,type1,400
srkpp,type1,400
orldp,type1,400
jvgar,type1,400
jvgar,type2,200
jqyie,type1,400
jqyie,type2,200
ynqre,type1,400
evglr,type1,400
awswf,type1,400
yiycn,type1,400
yiycn,type2,200
eqseu,type2,200
ljnlr,type1,400
mxraf,type2,200
lhoaf,type1,400
tvidh,type1,400
crsih,type1,160
rmhvh,type1,160
jfycr,type1,160
jcram,type1,160
yknbx,type1,160
ipsry,type1,160
cdsqq,type1,160
pbkng,type1,160
rpnmj,type1,160
vbbme,type1,160
vbbme,type2,200
ilyjx,type1,160
mufcy,type2,200
lrgif,type1,160
pmmpk,type1,160
nfioc,type1,160
bcnge,type1,160
aaeip,type1,160
iaatr,type2,200
rvcud,type2,200
nlcdm,type1,160
lughe,type1,160
nigbl,type1,160
jqtij,type2,200
filrh,type1,160
filrh,type2,200
sguvf,type1,160
lqqcs,type1,160
lqqcs,type2,200
gevpw,type1,160
lsnaf,type2,200
nogad,type1,160
apbdo,type2,200
icngv,type1,160
ukjdh,type1,160
ukjdh,type2,200
yjbid,type1,160
xrued,type1,160
hgotg,type1,160
nxnps,type1,160
ghfad,type1,160
jvmcr,type2,200
apkkd,type2,200
xrdof,type1,160
ohqeu,type1,160
pmhej,type1,160
rslmt,type1,160
bgcxg,type1,160
crhtm,type1,160
renxf,type1,160
qkhfd,type1,160
eocmi,type2,200
pkgfc,type1,160
wvapq,type1,160
iaqme,type1,160
aremc,type1,160
nsrxe,type1,160
tvuhh,type2,200
cffvx,type1,160
ahynf,type1,160
dnyxb,type2,200
srumk,type1,160
tirce,type1,160
tirce,type2,200
ngnwl,type2,200
ibcpx,type1,160
bbnut,type1,160
bbnut,type2,200
rgyif,type1,160
hruvq,type1,160
vvokf,type1,160
vvokf,type2,200
ftwby,type2,200
cbpkn,type2,200
kuwrp,type1,160
jmljf,type1,160
jmljf,type2,200
ummby,type2,200
tergp,type1,160
avija,type2,200
vaxxh,type1,160
vaxxh,type2,200
dbptd,type1,160
rukhj,type2,200
dwndc,type2,200
fvvwh,type1,160
